0.01 -2193.47 211.327 0.15465
0.06 -2204.3 172.853 0.1584
0.11 -2209.11 294.584 0.1535
0.16 -2264.23 144.444 0.14635
0.21 -2266.27 65.68 0.1522
0.26 -2230.95 85.3737 0.1592
0.31 -2208.24 90.8834 0.1535
0.36 -2190.64 145.359 0.16835
0.41 -2190.44 113.792 0.1581
0.46 -2315.67 67.1028 0.1382
0.51 -2256.88 172.909 0.15085
0.56 -2231.98 53.478 0.15955
0.61 -2230.1 284.916 0.15695
0.66 -2226.45 433.683 0.15765
0.71 -2248.97 30.2711 0.15695
0.76 -2232.06 91.2525 0.15975
0.81 -2212.86 157.773 0.1585
0.86 -2258.35 52.2229 0.15285
0.91 -2142.88 85.0052 0.17425
0.96 -2199.62 439.741 0.1716
1.01 -2170.42 98.9095 0.17445
1.06 -2228.46 150.581 0.16845
1.11 -2184.34 254.971 0.16705
1.16 -2170.36 233.436 0.17765
1.21 -2168.41 27.4595 0.1815
1.26 -2143.51 235.177 0.18725
1.31 -2057.74 132.895 0.20895
1.36 -2031.34 163.204 0.21605
1.41 -2060.47 252.059 0.2043
1.46 -2127.07 344.352 0.1968
1.51 -1993.93 120.59 0.22955
1.56 -2015.18 68.4894 0.2229
1.61 -1974.67 35.8588 0.23285
1.66 -1949.15 46.2977 0.24315
1.71 -1893.35 172.653 0.25425
1.76 -1944.45 110.19 0.24715
1.81 -1860.29 75.2853 0.2695
1.86 -1860.68 441.906 0.27505
1.91 -1935.11 150.337 0.25365
1.96 -1758.14 51.341 0.29925
2.01 -1773.54 147.332 0.29985
2.06 -1698.89 82.0593 0.3156
2.11 -1671.17 45.8372 0.32405
2.16 -1573.88 115.277 0.357
2.21 -1597.42 48.8285 0.3473
2.26 -1575.43 265.608 0.3565
2.31 -1650.72 39.5427 0.34405
2.36 -1577.62 322.214 0.3623
2.41 -1548.9 64.1283 0.3635
2.46 -1454.14 134.257 0.39895
2.51 -1464.11 232.766 0.3939
2.56 -1429.74 207.142 0.40775
2.61 -1396.6 162.625 0.41605
2.66 -1359.55 263.061 0.42835
2.71 -1328.82 82.4083 0.4352
2.76 -1249.26 58.7055 0.4589
2.81 -1267.24 90.5791 0.4557
2.86 -1232.96 102.359 0.476
2.91 -1207.38 65.409 0.47755
2.96 -1236.77 86.2837 0.484
3.01 -1192.67 150.135 0.48495
3.06 -1134.89 67.6413 0.5075
3.11 -1159.25 129.694 0.507
3.16 -1065.32 84.2654 0.52885
3.21 -1056.03 78.935 0.5313
3.26 -1045.17 67.7772 0.53715
3.31 -1004.19 67.745 0.5473
3.36 -1077.4 62.0549 0.537
3.41 -1017.47 37.3755 0.55855
3.46 -1000.99 89.3687 0.5626
3.51 -980.336 69.7447 0.56775
3.56 -929.529 82.692 0.5747
3.61 -902.59 51.4002 0.5879
3.66 -915.599 71.8077 0.58755
3.71 -871.043 59.4332 0.60525
3.76 -898.786 160.923 0.59375
3.81 -907.704 43.4449 0.59585
3.86 -865.965 88.6157 0.61215
3.91 -856.425 43.1086 0.6076
3.96 -885.562 66.3518 0.605
4.01 -895.227 36.9805 0.614
4.06 -845.443 86.8315 0.623
4.11 -810.138 60.5479 0.62825
4.16 -827.579 81.4 0.6301
4.21 -775.31 69.2194 0.6391
4.26 -761.443 54.1517 0.65215
4.31 -779.111 71.3464 0.64055
4.36 -763.89 125.941 0.6537
4.41 -767.07 55.6744 0.6547
4.46 -703.353 73.657 0.67065
4.51 -729.817 64.8509 0.66745
4.56 -751.614 58.2093 0.66265
4.61 -720.908 47.1325 0.6748
4.66 -683.233 42.0783 0.6834
4.71 -681.726 65.7326 0.68205
4.76 -707.125 51.6506 0.68075
4.81 -685.192 34.3029 0.68815
4.86 -690.097 52.0275 0.6871
4.91 -653.518 50.1073 0.6952
4.96 -676.887 71.2713 0.6901
5.01 -641.371 86.9748 0.7019
5.06 -651.972 39.683 0.7006
5.11 -650.115 37.2925 0.7002
5.16 -613.294 58.0546 0.7177
5.21 -634.895 40.7942 0.70355
5.26 -589.896 44.9838 0.72355
5.31 -608.555 54.6542 0.71185
5.36 -591.39 49.8115 0.72315
5.41 -614.684 40.9656 0.72085
5.46 -649.705 29.9802 0.71065
5.51 -590.898 43.4544 0.72485
5.56 -598.177 46.6106 0.72005
5.61 -584.048 53.8767 0.73175
5.66 -551.64 35.1502 0.74205
5.71 -568.131 40.7368 0.7453
5.76 -542.734 53.6817 0.74785
5.81 -546.269 55.1358 0.74515
5.86 -550.538 37.6078 0.74235
5.91 -556.551 38.7169 0.7485
5.96 -558.961 42.8515 0.74145
6.01 -542.369 40.01 0.74405
6.06 -535.078 53.7107 0.7527
6.11 -551.816 37.9737 0.751
6.16 -500.829 46.888 0.75995
6.21 -519.442 44.6164 0.7626
6.26 -494.583 40.1811 0.7638
6.31 -514.625 27.638 0.7632
6.36 -493.561 91.0046 0.76155
6.41 -493.3 62.4079 0.76385
6.46 -486.737 33.2693 0.76535
6.51 -485.407 39.1411 0.776
6.56 -489.109 60.9865 0.76965
6.61 -488.597 35.0151 0.77125
6.66 -492.497 67.305 0.772
6.71 -471.05 44.2332 0.7817
6.76 -493.056 39.7064 0.7783
6.81 -482.711 52.5446 0.7771
6.86 -470.889 45.6765 0.7815
6.91 -455.826 34.2587 0.7871
6.96 -463.714 57.6538 0.77955
7.01 -436.952 42.2906 0.7877
7.06 -437.384 46.5406 0.79755
7.11 -444.775 44.1614 0.78715
7.16 -452.856 49.2517 0.78835
7.21 -437.057 58.0517 0.7912
7.26 -449.145 36.9335 0.7932
7.31 -431.451 46.2458 0.79245
7.36 -427.932 43.1526 0.79765
7.41 -435.345 30.6348 0.7975
7.46 -420.289 40.123 0.79715
7.51 -399.368 33.1263 0.8015
7.56 -412.886 30.7034 0.8024
7.61 -430.069 44.6946 0.80075
7.66 -390.573 34.8222 0.8121
7.71 -425.148 49.0784 0.80185
7.76 -391.629 37.75 0.8073
7.81 -440.886 52.7071 0.80105
7.86 -401.782 58.5667 0.80735
7.91 -397.73 66.0579 0.81365
7.96 -414.305 42.3005 0.80925
8.01 -397.586 42.5594 0.8164
8.06 -388.627 36.4287 0.81925
8.11 -380.999 35.6791 0.81275
8.16 -382.678 45.3945 0.8134
8.21 -396.305 38.8931 0.81425
8.26 -398.583 39.9296 0.8168
8.31 -369.654 57.1774 0.8203
8.36 -387.696 36.5606 0.8207
8.41 -372.504 43.78 0.8221
8.46 -386.369 48.8017 0.81765
8.51 -359.02 46.6483 0.82845
8.56 -349.096 47.0514 0.82595
8.61 -382.115 30.715 0.82315
8.66 -374.7 37.1123 0.82575
8.71 -342.168 43.822 0.8324
8.76 -384.316 40.111 0.82395
8.81 -382.267 50.6006 0.8228
8.86 -349.51 40.0119 0.8298
8.91 -368.016 38.9935 0.82695
8.96 -347.987 47.532 0.8321
9.01 -359.843 36.447 0.8263
9.06 -356.232 34.4965 0.83195
9.11 -343.943 44.5162 0.83725
9.16 -352.084 31.794 0.83445
9.21 -333.934 32.295 0.83665
9.26 -344.62 55.5946 0.83745
9.31 -355.33 41.2237 0.83945
9.36 -335.927 39.2343 0.83765
9.41 -321.113 42.7792 0.839
9.46 -328.58 35.118 0.84705
9.51 -343.564 34.7776 0.8387
9.56 -319.896 44.3827 0.8468
9.61 -325.607 38.539 0.85115
9.66 -355.9 35.9453 0.84315
9.71 -327.099 48.2335 0.8438
